Product Name,Product Desc,PI File,C1 Desc,C1 MSDS,C2 Desc,C2 MSDS,C3 Desc,C3 MSDS,C4 Desc,C4 MSDS,Manufacturer,Finish Type,Category
FS 36320,32240APX-T2,docs\Hentzen\PI\MIL-PRF-85285E T2 PDS Rev 01 08.doc,,,,,,,,,Hentzen,Flat,"Mil-PRF-85285E, Type II"
FS 36373,32508APX-T2,docs\Hentzen\PI\MIL-PRF-85285E T2 PDS Rev 01 08.doc,,,,,,,,,Hentzen,Flat,"Mil-PRF-85285E, Type II"
FS 36375,32224APX-T2,docs\Hentzen\PI\MIL-PRF-85285E T2 PDS Rev 01 08.doc,,,,,,,,,Hentzen,Flat,"Mil-PRF-85285E, Type II"
FS 36440,32249APX-T2,docs\Hentzen\PI\MIL-PRF-85285E T2 PDS Rev 01 08.doc,,,,,,,,,Hentzen,Flat,"Mil-PRF-85285E, Type II"
FS 36492,32335APX-T2,docs\Hentzen\PI\MIL-PRF-85285E T2 PDS Rev 01 08.doc,,,,,,,,,Hentzen,Flat,"Mil-PRF-85285E, Type II"
FS 36495,32245APX-T2,docs\Hentzen\PI\MIL-PRF-85285E T2 PDS Rev 01 08.doc,,,,,,,,,Hentzen,Flat,"Mil-PRF-85285E, Type II"
FS 36555,32356TPX-T2,docs\Hentzen\PI\MIL-PRF-85285E T2 PDS Rev 01 08.doc,,,,,,,,,Hentzen,Flat,"Mil-PRF-85285E, Type II"
FS 36586,32560TPX-T2,docs\Hentzen\PI\MIL-PRF-85285E T2 PDS Rev 01 08.doc,,,,,,,,,Hentzen,Flat,"Mil-PRF-85285E, Type II"
FS 36622,32254APX-T2,docs\Hentzen\PI\MIL-PRF-85285E T2 PDS Rev 01 08.doc,,,,,,,,,Hentzen,Flat,"Mil-PRF-85285E, Type II"
FS 37038,32205KPX-T2,docs\Hentzen\PI\MIL-PRF-85285E T2 PDS Rev 01 08.doc,,,,,,,,,Hentzen,Flat,"Mil-PRF-85285E, Type II"
FS 37200,32444APX-T2,docs\Hentzen\PI\MIL-PRF-85285E T2 PDS Rev 01 08.doc,,,,,,,,,Hentzen,Flat,"Mil-PRF-85285E, Type II"
FS 37855,32476WPX-T2,docs\Hentzen\PI\MIL-PRF-85285E T2 PDS Rev 01 08.doc,,,,,,,,,Hentzen,Flat,"Mil-PRF-85285E, Type II"
FS 37875,32275WPX-T2,docs\Hentzen\PI\MIL-PRF-85285E T2 PDS Rev 01 08.doc,,,,,,,,,Hentzen,Flat,"Mil-PRF-85285E, Type II"
FS 37886,32418WPX-T2,docs\Hentzen\PI\MIL-PRF-85285E T2 PDS Rev 01 08.doc,,,,,,,,,Hentzen,Flat,"Mil-PRF-85285E, Type II"
FS 37925,32203WPX-T2,docs\Hentzen\PI\MIL-PRF-85285E T2 PDS Rev 01 08.doc,,,,,,,,,Hentzen,Flat,"Mil-PRF-85285E, Type II"
